Day,Month,Year,State,Temp_Min,Temp_Max,Rain_mm,Evaporation_mm,Sun_hours,Wind_Direction,Wind_Speed,Time_since_midnight,Temp_9am,RH_9am,Cld_9am,Dir_9am,Spd_9am,MSLP_9am,Temp_3pm,RH_3pm,Cld_3pm,Dir_3pm,Spd_3pm,MSLP_3pm,Temp_Diff,Rain_Indicator,Tomorrow_Rain_Indicator,Tomorrow_Rain_mm
1,1,2024,TAS,13.0,21.1,0.0,0.0,0.0,6.0,43.0,824,17.9,74.0,0.0,6.0,17,1023.1,17.0,69.0,0.0,6.0,28.0,1021.8,8.100000000000001,0,0,0.0
2,1,2024,TAS,15.4,21.7,0.0,0.0,0.0,5.0,31.0,989,16.2,78.0,0.0,11.0,4,1023.2,20.7,65.0,0.0,6.0,13.0,1021.1,6.299999999999999,0,0,0.0
3,1,2024,TAS,16.2,23.4,0.0,0.0,0.0,13.0,46.0,1328,19.4,71.0,0.0,8.0,9,1017.6,19.8,84.0,0.0,13.0,19.0,1016.1,7.199999999999999,0,1,1.8
4,1,2024,TAS,13.4,18.1,1.8,0.0,0.0,12.0,44.0,852,15.0,71.0,0.0,13.0,13,1023.4,17.3,60.0,0.0,12.0,26.0,1023.8,4.700000000000001,1,0,0.0
5,1,2024,TAS,12.8,20.4,0.0,0.0,0.0,11.0,39.0,805,16.6,65.0,0.0,3.0,9,1025.3,19.0,53.0,0.0,6.0,24.0,1024.0,7.599999999999998,0,0,0.0
6,1,2024,TAS,11.8,23.5,0.0,0.0,0.0,11.0,39.0,812,17.6,68.0,0.0,11.0,9,1022.9,22.0,56.0,0.0,6.0,24.0,1019.8,11.7,0,0,0.0
7,1,2024,TAS,15.2,25.9,0.0,0.0,0.0,1.0,37.0,547,20.6,59.0,0.0,16.0,20,1014.3,24.8,40.0,0.0,8.0,13.0,1010.0,10.7,0,1,14.2
8,1,2024,TAS,14.4,17.9,14.2,0.0,0.0,2.0,44.0,305,14.6,91.0,0.0,2.0,26,1013.7,17.4,64.0,0.0,12.0,22.0,1014.7,3.4999999999999982,1,1,0.4
9,1,2024,TAS,14.1,21.1,0.4,0.0,0.0,12.0,33.0,1118,15.9,59.0,0.0,6.0,6,1017.2,20.0,50.0,0.0,11.0,19.0,1013.6,7.000000000000002,1,0,0.0
10,1,2024,TAS,14.2,28.6,0.0,0.0,0.0,8.0,52.0,679,19.9,56.0,0.0,8.0,17,1008.5,27.6,29.0,0.0,8.0,22.0,1006.5,14.400000000000002,0,0,0.0
11,1,2024,TAS,14.7,27.4,0.0,0.0,0.0,8.0,63.0,23,19.4,49.0,0.0,16.0,28,1018.4,26.6,30.0,0.0,16.0,20.0,1019.2,12.7,0,0,0.0
12,1,2024,TAS,16.4,26.4,0.0,0.0,0.0,11.0,39.0,745,21.5,60.0,0.0,1.0,11,1017.9,21.8,65.0,0.0,11.0,24.0,1014.4,10.0,0,1,1.4
13,1,2024,TAS,14.2,21.9,1.4,0.0,0.0,7.0,46.0,436,16.9,48.0,0.0,13.0,33,1018.7,18.1,54.0,0.0,11.0,28.0,1019.0,7.699999999999999,1,0,0.0
14,1,2024,TAS,11.8,20.9,0.0,0.0,0.0,12.0,44.0,821,16.5,42.0,0.0,13.0,24,1024.4,18.3,46.0,0.0,12.0,30.0,1024.2,9.099999999999998,0,0,0.0
15,1,2024,TAS,13.0,22.9,0.0,0.0,0.0,6.0,33.0,847,15.4,56.0,0.0,9.0,9,1028.5,21.9,46.0,0.0,11.0,20.0,1024.3,9.9,0,0,0.0
16,1,2024,TAS,15.2,31.2,0.0,0.0,0.0,16.0,44.0,449,20.1,48.0,0.0,1.0,22,1016.1,30.8,29.0,0.0,16.0,19.0,1008.6,16.0,0,0,0.0
17,1,2024,TAS,19.2,20.0,0.0,0.0,0.0,16.0,41.0,656,19.9,70.0,0.0,16.0,11,1001.2,16.4,93.0,0.0,16.0,22.0,998.4,0.8000000000000007,0,1,16.4
18,1,2024,TAS,12.6,20.5,16.4,0.0,0.0,8.0,48.0,742,16.6,55.0,0.0,16.0,15,993.4,17.5,52.0,0.0,8.0,20.0,989.1,7.9,1,1,0.2
19,1,2024,TAS,13.2,23.6,0.2,0.0,0.0,13.0,56.0,821,17.3,58.0,0.0,13.0,11,1001.8,22.9,37.0,0.0,13.0,26.0,1004.8,10.400000000000002,1,0,0.0
20,1,2024,TAS,13.1,24.1,0.0,0.0,0.0,8.0,37.0,873,15.5,73.0,0.0,10.0,7,1008.6,22.3,46.0,0.0,16.0,20.0,1005.0,11.000000000000002,0,0,0.0
21,1,2024,TAS,13.2,18.5,0.0,0.0,0.0,13.0,57.0,1017,16.5,71.0,0.0,2.0,15,1005.2,17.3,62.0,0.0,2.0,11.0,1005.7,5.300000000000001,0,1,0.2
22,1,2024,TAS,9.9,15.7,0.2,0.0,0.0,7.0,44.0,378,14.1,57.0,0.0,13.0,15,1017.2,14.4,52.0,0.0,12.0,20.0,1018.6,5.799999999999999,1,0,0.0
23,1,2024,TAS,11.8,19.8,0.0,0.0,0.0,1.0,30.0,720,14.1,54.0,0.0,1.0,9,1018.7,18.0,51.0,0.0,16.0,11.0,1015.1,8.0,0,1,0.2
24,1,2024,TAS,13.9,28.1,0.2,0.0,0.0,16.0,44.0,1301,17.3,55.0,0.0,16.0,22,1003.8,24.7,43.0,0.0,11.0,20.0,998.6,14.2,1,0,0.0
25,1,2024,TAS,15.4,26.5,0.0,0.0,0.0,15.0,63.0,886,20.4,45.0,0.0,16.0,24,1003.0,25.0,32.0,0.0,4.0,17.0,1000.2,11.1,0,0,0.0
26,1,2024,TAS,14.4,22.6,0.0,0.0,0.0,14.0,83.0,1033,16.3,53.0,0.0,8.0,22,993.7,20.0,43.0,0.0,14.0,35.0,995.0,8.200000000000001,0,0,0.0
27,1,2024,TAS,14.5,23.3,0.0,0.0,0.0,14.0,83.0,1035,17.0,47.0,0.0,16.0,15,997.1,22.2,37.0,0.0,15.0,33.0,993.4,8.8,0,1,1.0
28,1,2024,TAS,14.1,26.6,1.0,0.0,0.0,16.0,61.0,817,18.2,48.0,0.0,16.0,26,1004.7,26.4,38.0,0.0,8.0,26.0,1004.2,12.500000000000002,1,1,0.2
29,1,2024,TAS,17.7,28.5,0.2,0.0,0.0,15.0,70.0,771,21.9,49.0,0.0,16.0,26,1005.3,26.7,33.0,0.0,8.0,30.0,1005.7,10.8,1,0,0.0
30,1,2024,TAS,9.3,17.872966507177036,0.0,0.0,0.0,0.0,47.86650485436893,0,15.4,54.0,0.0,16.0,24,1015.3,24.2,26.0,0.0,11.0,19.0,1010.9,8.572966507177036,0,1,1.4315035799522673
31,1,2024,TAS,15.0,24.2,1.4315035799522673,0.0,0.0,0.0,47.86650485436893,0,17.7,43.0,0.0,13.0,19,1013.6,19.5,55.0,0.0,11.0,28.0,1012.3,9.2,1,0,0.0
1,2,2024,TAS,16.2,26.6,0.0,0.0,0.0,15.0,80.0,1136,21.9,48.0,0.0,8.0,28,1002.2,24.7,32.0,0.0,14.0,39.0,999.0,10.400000000000002,0,0,0.0
2,2,2024,TAS,13.1,20.6,0.0,0.0,0.0,14.0,91.0,282,14.5,44.0,0.0,14.0,28,1002.7,19.8,30.0,0.0,7.0,31.0,1004.8,7.500000000000002,0,0,0.0
3,2,2024,TAS,9.4,30.0,0.0,0.0,0.0,8.0,61.0,558,16.3,33.0,0.0,8.0,28,1005.1,28.9,23.0,0.0,16.0,28.0,999.4,20.6,0,1,0.4
4,2,2024,TAS,15.0,17.5,0.4,0.0,0.0,16.0,35.0,1392,15.2,91.0,0.0,11.0,9,1004.5,15.0,75.0,0.0,2.0,13.0,1004.6,2.5,1,1,1.6
5,2,2024,TAS,12.7,24.2,1.6,0.0,0.0,8.0,57.0,584,17.4,77.0,0.0,1.0,6,1001.0,22.9,27.0,0.0,14.0,20.0,1004.3,11.5,1,1,0.2
6,2,2024,TAS,10.9,22.1,0.2,0.0,0.0,8.0,37.0,954,14.4,51.0,0.0,16.0,20,1015.2,18.3,35.0,0.0,6.0,9.0,1015.4,11.2,1,0,0.0
7,2,2024,TAS,12.1,21.9,0.0,0.0,0.0,16.0,39.0,163,16.3,54.0,0.0,11.0,9,1022.1,18.8,44.0,0.0,6.0,24.0,1022.8,9.8,0,0,0.0
8,2,2024,TAS,14.5,23.5,0.0,0.0,0.0,2.0,39.0,1010,17.6,66.0,0.0,6.0,9,1027.1,22.3,53.0,0.0,6.0,22.0,1023.9,9.0,0,0,0.0
9,2,2024,TAS,13.6,24.5,0.0,0.0,0.0,2.0,65.0,929,17.3,52.0,0.0,6.0,9,1023.1,23.3,44.0,0.0,14.0,33.0,1021.9,10.9,0,0,0.0
10,2,2024,TAS,10.2,18.5,0.0,0.0,0.0,13.0,37.0,37,13.8,46.0,0.0,7.0,13,1032.3,17.8,40.0,0.0,6.0,17.0,1029.7,8.3,0,0,0.0
11,2,2024,TAS,10.9,24.1,0.0,0.0,0.0,3.0,33.0,1010,15.7,58.0,0.0,16.0,20,1022.6,22.3,43.0,0.0,11.0,20.0,1017.8,13.2,0,0,0.0
12,2,2024,TAS,15.3,22.9,0.0,0.0,0.0,6.0,41.0,853,19.1,59.0,0.0,16.0,9,1014.1,21.1,61.0,0.0,6.0,24.0,1011.5,7.599999999999998,0,0,0.0
13,2,2024,TAS,14.6,29.5,0.0,0.0,0.0,8.0,74.0,1298,17.8,71.0,0.0,16.0,24,1004.9,19.8,68.0,0.0,11.0,13.0,997.1,14.9,0,1,0.2
14,2,2024,TAS,10.3,21.0,0.2,0.0,0.0,14.0,63.0,30,14.5,43.0,0.0,14.0,19,1011.3,19.3,26.0,0.0,4.0,31.0,1014.0,10.7,1,0,0.0
15,2,2024,TAS,12.1,25.9,0.0,0.0,0.0,8.0,50.0,588,17.0,46.0,0.0,16.0,19,1018.0,25.0,30.0,0.0,8.0,28.0,1017.5,13.8,0,0,0.0
16,2,2024,TAS,11.8,24.6,0.0,0.0,0.0,6.0,30.0,985,17.5,58.0,0.0,16.0,13,1022.5,23.4,40.0,0.0,6.0,17.0,1020.8,12.8,0,0,0.0
17,2,2024,TAS,13.6,24.6,0.0,0.0,0.0,12.0,39.0,931,17.7,71.0,0.0,16.0,9,1021.6,24.5,48.0,0.0,6.0,20.0,1018.7,11.000000000000002,0,0,0.0
18,2,2024,TAS,12.4,27.5,0.0,0.0,0.0,8.0,50.0,693,18.6,49.0,0.0,6.0,9,1017.1,25.5,31.0,0.0,1.0,28.0,1014.9,15.1,0,0,0.0
19,2,2024,TAS,14.9,18.3,0.0,0.0,0.0,6.0,39.0,891,15.9,78.0,0.0,6.0,17,1021.5,17.0,59.0,0.0,6.0,24.0,1022.9,3.4000000000000004,0,0,0.0
20,2,2024,TAS,9.09136690647482,23.4,0.0,0.0,0.0,6.0,30.0,882,17.5,63.0,0.0,1.0,13,1022.4,22.3,57.0,0.0,11.0,19.0,1020.2,14.30863309352518,0,0,0.0
21,2,2024,TAS,15.1,31.4,0.0,0.0,0.0,1.0,43.0,1075,18.6,69.0,0.0,1.0,11,1018.5,29.3,40.0,0.0,6.0,13.0,1012.7,16.299999999999997,0,0,0.0
22,2,2024,TAS,17.9,35.5,0.0,0.0,0.0,1.0,76.0,775,22.9,60.0,0.0,16.0,30,1005.5,34.6,25.0,0.0,1.0,48.0,996.8,17.6,0,0,0.0
23,2,2024,TAS,16.9,21.5,0.0,0.0,0.0,4.0,63.0,981,18.0,48.0,0.0,16.0,24,1001.3,19.2,38.0,0.0,8.0,30.0,1003.0,4.600000000000001,0,0,0.0
24,2,2024,TAS,13.3,21.0,0.0,0.0,0.0,7.0,61.0,50,16.8,51.0,0.0,5.0,15,1017.6,19.0,49.0,0.0,6.0,24.0,1018.4,7.699999999999999,0,0,0.0
25,2,2024,TAS,12.6,23.4,0.0,0.0,0.0,16.0,48.0,622,14.5,72.0,0.0,5.0,2,1012.1,20.3,52.0,0.0,5.0,13.0,1008.5,10.8,0,0,0.0
26,2,2024,TAS,11.5,20.2,0.0,0.0,0.0,7.0,48.0,118,13.9,41.0,0.0,13.0,20,1017.7,18.7,41.0,0.0,11.0,20.0,1019.1,8.7,0,0,0.0
27,2,2024,TAS,10.0,25.3,0.0,0.0,0.0,16.0,33.0,609,14.0,61.0,0.0,16.0,20,1019.5,22.6,44.0,0.0,6.0,20.0,1016.9,15.3,0,0,0.0
28,2,2024,TAS,9.09136690647482,30.2,0.0,0.0,0.0,15.0,54.0,1076,19.1,59.0,0.0,16.0,20,1013.1,25.3,49.0,0.0,6.0,19.0,1009.5,21.108633093525174,0,1,1.8
29,2,2024,TAS,9.09136690647482,25.0,1.8,0.0,0.0,8.0,56.0,575,22.0,55.0,0.0,16.0,24,1001.0,23.9,31.0,0.0,15.0,28.0,1007.5,15.90863309352518,1,0,0.0
1,3,2024,TAS,13.2,24.6,0.0,0.0,0.0,8.0,59.0,863,18.0,52.0,0.0,16.0,17,1009.9,23.9,38.0,0.0,8.0,24.0,1006.4,11.400000000000002,0,0,0.0
2,3,2024,TAS,11.9,20.1,0.0,0.0,0.0,15.0,80.0,1290,12.6,61.0,0.0,13.0,13,1014.0,18.7,35.0,0.0,4.0,9.0,1013.9,8.200000000000001,0,0,0.0
3,3,2024,TAS,12.7,15.7,0.0,0.0,0.0,14.0,94.0,514,14.7,47.0,0.0,14.0,46,1003.8,14.8,43.0,0.0,7.0,39.0,1011.9,3.0,0,1,0.6
4,3,2024,TAS,8.9,17.6,0.6,0.0,0.0,2.0,43.0,658,11.4,53.0,0.0,14.0,11,1025.7,16.3,47.0,0.0,11.0,24.0,1024.9,8.700000000000001,1,0,0.0
5,3,2024,TAS,8.0,23.7,0.0,0.0,0.0,16.0,35.0,443,12.0,68.0,0.0,16.0,20,1019.9,21.6,42.0,0.0,6.0,20.0,1017.5,15.7,0,0,0.0
6,3,2024,TAS,11.4,27.4,0.0,0.0,0.0,8.0,50.0,1013,16.2,61.0,0.0,1.0,13,1014.0,26.6,29.0,0.0,16.0,13.0,1011.7,15.999999999999998,0,0,0.0
7,3,2024,TAS,11.9,17.872966507177036,0.0,0.0,0.0,15.0,39.0,123,16.5,46.0,0.0,16.0,9,1024.9,18.2,54.0,0.0,6.0,24.0,1025.4,5.972966507177036,0,0,0.0
8,3,2024,TAS,9.09136690647482,17.872966507177036,0.0,0.0,0.0,0.0,47.86650485436893,0,12.541567695961994,66.43705463182899,0.0,16.0,7,1027.7,20.0,58.0,0.0,6.0,22.0,1025.4,8.781599600702217,0,1,1.4315035799522673
9,3,2024,TAS,13.5,33.8,1.4315035799522673,0.0,0.0,0.0,47.86650485436893,0,16.9,74.0,0.0,16.0,17,1020.5,32.7,30.0,0.0,1.0,33.0,1013.4,20.3,1,0,0.0
10,3,2024,TAS,16.9,20.6,0.0,0.0,0.0,16.0,33.0,5,19.8,76.0,0.0,11.0,17,1017.8,17.7,81.0,0.0,6.0,20.0,1023.0,3.700000000000003,0,1,6.2
11,3,2024,TAS,14.7,25.3,6.2,0.0,0.0,8.0,44.0,1366,16.8,92.0,0.0,16.0,30,1021.8,21.5,75.0,0.0,6.0,11.0,1016.3,10.6,1,1,0.2
12,3,2024,TAS,15.8,19.7,0.2,0.0,0.0,12.0,54.0,805,17.6,59.0,0.0,2.0,19,1016.5,17.5,46.0,0.0,13.0,30.0,1018.7,3.899999999999999,1,0,0.0
13,3,2024,TAS,10.2,19.1,0.0,0.0,0.0,6.0,39.0,956,13.1,61.0,0.0,1.0,7,1021.2,18.5,50.0,0.0,6.0,24.0,1017.0,8.900000000000002,0,0,0.0
14,3,2024,TAS,9.9,17.0,0.0,0.0,0.0,12.0,56.0,897,13.6,61.0,0.0,16.0,9,1017.8,16.1,52.0,0.0,12.0,35.0,1018.1,7.1,0,0,0.0
15,3,2024,TAS,7.4,17.8,0.0,0.0,0.0,11.0,35.0,882,11.3,65.0,0.0,1.0,13,1026.0,16.7,51.0,0.0,6.0,22.0,1024.5,10.4,0,0,0.0
16,3,2024,TAS,7.9,18.8,0.0,0.0,0.0,6.0,31.0,914,13.1,73.0,0.0,11.0,4,1024.9,18.5,55.0,0.0,6.0,17.0,1021.8,10.9,0,0,0.0
17,3,2024,TAS,11.8,26.4,0.0,0.0,0.0,12.0,35.0,893,14.3,77.0,0.0,16.0,22,1018.7,25.6,31.0,0.0,9.0,13.0,1016.2,14.599999999999998,0,0,0.0
18,3,2024,TAS,13.8,29.8,0.0,0.0,0.0,1.0,46.0,824,17.0,69.0,0.0,16.0,15,1018.2,28.4,29.0,0.0,1.0,24.0,1015.4,16.0,0,0,0.0
19,3,2024,TAS,17.0,29.4,0.0,0.0,0.0,1.0,74.0,737,23.8,62.0,0.0,1.0,7,1009.4,28.7,37.0,0.0,1.0,43.0,1000.8,12.4,0,1,1.4
20,3,2024,TAS,10.6,16.8,1.4,0.0,0.0,7.0,63.0,752,11.1,61.0,0.0,14.0,17,1015.3,14.9,36.0,0.0,4.0,19.0,1019.2,6.200000000000001,1,0,0.0
21,3,2024,TAS,8.6,22.0,0.0,0.0,0.0,16.0,46.0,742,14.2,61.0,0.0,16.0,22,1026.3,20.4,37.0,0.0,16.0,30.0,1024.4,13.4,0,0,0.0
22,3,2024,TAS,9.2,22.0,0.0,0.0,0.0,16.0,44.0,739,12.5,71.0,0.0,16.0,15,1022.4,21.0,40.0,0.0,8.0,26.0,1019.5,12.8,0,0,0.0
23,3,2024,TAS,10.2,21.6,0.0,0.0,0.0,16.0,61.0,1253,12.7,61.0,0.0,7.0,4,1025.7,20.8,35.0,0.0,16.0,24.0,1019.8,11.400000000000002,0,0,0.0
24,3,2024,TAS,12.2,19.8,0.0,0.0,0.0,15.0,56.0,612,15.1,66.0,0.0,10.0,6,1010.2,18.6,45.0,0.0,15.0,28.0,1009.4,7.600000000000001,0,0,0.0
25,3,2024,TAS,14.4,21.7,0.0,0.0,0.0,15.0,80.0,253,16.5,56.0,0.0,8.0,28,1005.0,18.2,56.0,0.0,3.0,17.0,1008.5,7.299999999999999,0,0,0.0
26,3,2024,TAS,13.7,20.7,0.0,0.0,0.0,16.0,46.0,843,15.3,55.0,0.0,1.0,13,1012.6,18.9,47.0,0.0,16.0,28.0,1013.9,7.0,0,0,0.0
27,3,2024,TAS,9.6,20.1,0.0,0.0,0.0,6.0,37.0,856,13.9,63.0,0.0,0.0,0,1023.1,17.0,55.0,0.0,6.0,26.0,1022.5,10.500000000000002,0,0,0.0
28,3,2024,TAS,7.8,18.9,0.0,0.0,0.0,6.0,30.0,912,11.8,68.0,0.0,16.0,15,1027.1,18.1,51.0,0.0,11.0,17.0,1025.7,11.099999999999998,0,0,0.0
29,3,2024,TAS,10.6,20.6,0.0,0.0,0.0,6.0,41.0,944,12.8,79.0,0.0,16.0,13,1026.6,19.1,63.0,0.0,6.0,26.0,1024.4,10.000000000000002,0,0,0.0
30,3,2024,TAS,12.8,17.7,0.0,0.0,0.0,6.0,30.0,915,15.5,79.0,0.0,7.0,2,1024.8,17.5,73.0,0.0,6.0,19.0,1024.0,4.899999999999999,0,1,0.2
31,3,2024,TAS,12.8,20.1,0.2,0.0,0.0,11.0,22.0,858,13.8,88.0,0.0,1.0,6,1024.5,19.6,59.0,0.0,6.0,17.0,1020.8,7.300000000000001,1,1,0.2
1,4,2024,TAS,13.0,20.3,0.2,0.0,0.0,11.0,28.0,750,14.0,84.0,0.0,8.0,15,1017.4,19.2,64.0,0.0,6.0,17.0,1014.8,7.300000000000001,1,1,9.8
2,4,2024,TAS,14.0,17.4,9.8,0.0,0.0,13.0,59.0,1360,15.7,97.0,0.0,13.0,6,1001.5,14.9,92.0,0.0,13.0,6.0,999.8,3.3999999999999986,1,1,18.0
3,4,2024,TAS,7.8,16.4,18.0,0.0,0.0,7.0,54.0,1384,10.1,60.0,0.0,7.0,22,1018.6,15.0,42.0,0.0,15.0,13.0,1019.2,8.599999999999998,1,0,0.0
4,4,2024,TAS,6.8,18.1,0.0,0.0,0.0,5.0,26.0,668,11.0,69.0,0.0,16.0,6,1026.4,16.8,51.0,0.0,6.0,9.0,1025.9,11.3,0,0,0.0
5,4,2024,TAS,7.9,19.6,0.0,0.0,0.0,6.0,28.0,939,10.3,81.0,0.0,16.0,19,1031.9,18.1,48.0,0.0,6.0,19.0,1030.1,11.7,0,0,0.0
6,4,2024,TAS,10.2,23.1,0.0,0.0,0.0,16.0,28.0,514,13.1,80.0,0.0,16.0,17,1027.9,20.8,50.0,0.0,11.0,11.0,1022.2,12.900000000000002,0,1,0.8
7,4,2024,TAS,13.0,16.8,0.8,0.0,0.0,8.0,17.0,32,14.4,85.0,0.0,2.0,6,1013.6,16.6,84.0,0.0,1.0,9.0,1008.8,3.8000000000000007,1,1,2.8
8,4,2024,TAS,12.1,19.5,2.8,0.0,0.0,8.0,46.0,732,15.6,67.0,0.0,16.0,20,1004.7,17.4,45.0,0.0,4.0,11.0,1003.1,7.4,1,0,0.0
9,4,2024,TAS,6.6,17.0,0.0,0.0,0.0,8.0,50.0,818,12.4,53.0,0.0,8.0,24,1013.0,16.7,37.0,0.0,4.0,20.0,1012.2,10.4,0,1,0.2
10,4,2024,TAS,9.5,19.8,0.2,0.0,0.0,13.0,39.0,1350,14.8,62.0,0.0,10.0,9,1015.5,18.5,46.0,0.0,13.0,20.0,1014.0,10.3,1,0,0.0
11,4,2024,TAS,8.8,16.4,0.0,0.0,0.0,7.0,31.0,64,12.4,69.0,0.0,1.0,9,1021.9,15.0,57.0,0.0,6.0,15.0,1020.3,7.599999999999998,0,0,0.0
12,4,2024,TAS,8.8,21.2,0.0,0.0,0.0,8.0,48.0,547,13.4,65.0,0.0,16.0,26,1017.0,20.0,41.0,0.0,15.0,17.0,1015.2,12.4,0,0,0.0
13,4,2024,TAS,13.4,22.7,0.0,0.0,0.0,16.0,41.0,4,17.5,57.0,0.0,16.0,24,1017.5,21.4,46.0,0.0,8.0,20.0,1016.8,9.3,0,0,0.0
14,4,2024,TAS,12.6,24.2,0.0,0.0,0.0,16.0,48.0,855,17.4,62.0,0.0,16.0,19,1018.0,21.6,44.0,0.0,8.0,24.0,1016.3,11.6,0,0,0.0
15,4,2024,TAS,14.8,20.4,0.0,0.0,0.0,1.0,41.0,276,17.3,64.0,0.0,8.0,17,1017.3,16.0,58.0,0.0,7.0,26.0,1017.5,5.599999999999998,0,0,0.0
16,4,2024,TAS,10.9,16.7,0.0,0.0,0.0,7.0,35.0,737,12.7,66.0,0.0,12.0,6,1023.1,15.3,49.0,0.0,13.0,17.0,1022.3,5.799999999999999,0,0,0.0
17,4,2024,TAS,6.4,19.5,0.0,0.0,0.0,8.0,52.0,1439,11.1,69.0,0.0,16.0,15,1027.4,19.0,40.0,0.0,8.0,19.0,1022.6,13.1,0,0,0.0
18,4,2024,TAS,10.9,18.7,0.0,0.0,0.0,16.0,54.0,317,13.7,60.0,0.0,16.0,30,1012.2,17.9,51.0,0.0,14.0,7.0,1007.0,7.799999999999999,0,1,1.0
19,4,2024,TAS,10.0,15.6,1.0,0.0,0.0,7.0,43.0,34,12.9,64.0,0.0,13.0,20,1023.3,14.9,51.0,0.0,11.0,15.0,1024.5,5.6,1,0,0.0
20,4,2024,TAS,6.6,20.3,0.0,0.0,0.0,16.0,35.0,839,11.6,68.0,0.0,9.0,6,1027.8,20.0,37.0,0.0,16.0,17.0,1024.8,13.7,0,0,0.0
21,4,2024,TAS,8.3,20.3,0.0,0.0,0.0,8.0,28.0,948,13.3,64.0,0.0,2.0,6,1026.3,19.2,46.0,0.0,6.0,9.0,1023.9,12.0,0,0,0.0
22,4,2024,TAS,9.1,21.6,0.0,0.0,0.0,16.0,28.0,608,12.7,73.0,0.0,16.0,17,1023.3,19.3,47.0,0.0,11.0,15.0,1018.8,12.500000000000002,0,0,0.0
23,4,2024,TAS,10.4,21.6,0.0,0.0,0.0,8.0,37.0,322,13.2,52.0,0.0,16.0,22,1015.6,21.6,33.0,0.0,9.0,6.0,1009.7,11.2,0,1,4.0
24,4,2024,TAS,8.6,15.5,4.0,0.0,0.0,14.0,63.0,703,9.8,56.0,0.0,14.0,19,1013.4,14.8,45.0,0.0,8.0,28.0,1012.4,6.9,1,0,0.0
25,4,2024,TAS,9.7,15.1,0.0,0.0,0.0,7.0,59.0,860,11.6,57.0,0.0,14.0,33,1016.0,14.4,48.0,0.0,7.0,24.0,1017.1,5.4,0,0,0.0
26,4,2024,TAS,9.0,19.5,0.0,0.0,0.0,16.0,43.0,846,13.6,59.0,0.0,16.0,17,1020.7,18.0,44.0,0.0,16.0,20.0,1019.8,10.5,0,0,0.0
27,4,2024,TAS,7.1,18.7,0.0,0.0,0.0,5.0,26.0,833,11.8,70.0,0.0,16.0,15,1023.9,17.6,48.0,0.0,5.0,19.0,1021.1,11.6,0,0,0.0
28,4,2024,TAS,8.3,19.3,0.0,0.0,0.0,8.0,59.0,1105,9.6,80.0,0.0,16.0,20,1021.6,19.1,39.0,0.0,9.0,13.0,1015.0,11.0,0,0,0.0
29,4,2024,TAS,9.5,15.6,0.0,0.0,0.0,15.0,61.0,249,13.1,46.0,0.0,15.0,13,1014.8,13.2,47.0,0.0,13.0,22.0,1019.6,6.1,0,0,0.0
30,4,2024,TAS,8.6,14.6,0.0,0.0,0.0,16.0,52.0,28,11.4,63.0,0.0,14.0,11,1028.1,13.3,62.0,0.0,7.0,19.0,1029.4,6.0,0,0,0.0
1,5,2024,TAS,5.0,16.0,0.0,0.0,0.0,2.0,30.0,973,8.9,76.0,0.0,16.0,15,1034.6,14.2,64.0,0.0,3.0,17.0,1032.6,11.0,0,1,0.2
2,5,2024,TAS,6.7,13.1,0.2,0.0,0.0,13.0,30.0,1039,11.1,61.0,0.0,14.0,9,1035.8,12.5,72.0,0.0,6.0,13.0,1034.1,6.4,1,0,0.0
3,5,2024,TAS,5.8,15.0,0.0,0.0,0.0,16.0,26.0,603,8.2,78.0,0.0,16.0,13,1034.9,12.9,75.0,0.0,6.0,17.0,1032.6,9.2,0,1,1.0
4,5,2024,TAS,8.2,15.1,1.0,0.0,0.0,16.0,24.0,593,10.5,84.0,0.0,1.0,11,1032.1,14.8,56.0,0.0,15.0,9.0,1029.5,6.9,1,0,0.0
5,5,2024,TAS,5.5,16.4,0.0,0.0,0.0,13.0,41.0,986,8.7,83.0,0.0,16.0,7,1030.1,14.0,56.0,0.0,13.0,19.0,1029.1,10.9,0,1,0.2
6,5,2024,TAS,8.1,17.0,0.2,0.0,0.0,16.0,28.0,604,9.9,66.0,0.0,16.0,17,1035.4,15.4,50.0,0.0,8.0,11.0,1033.4,8.9,1,0,0.0
7,5,2024,TAS,7.0,17.4,0.0,0.0,0.0,8.0,26.0,313,8.8,78.0,0.0,16.0,11,1034.9,14.9,56.0,0.0,11.0,6.0,1032.8,10.4,0,1,1.0
8,5,2024,TAS,8.7,13.0,1.0,0.0,0.0,11.0,26.0,738,11.7,95.0,0.0,12.0,6,1038.6,11.6,95.0,0.0,12.0,13.0,1036.9,4.300000000000001,1,1,1.8
9,5,2024,TAS,11.1,14.9,1.8,0.0,0.0,16.0,17.0,440,12.7,92.0,0.0,1.0,6,1036.6,13.4,93.0,0.0,7.0,7.0,1035.5,3.8000000000000007,1,1,11.4
10,5,2024,TAS,11.7,15.1,11.4,0.0,0.0,14.0,20.0,1256,12.5,94.0,0.0,7.0,7,1038.3,14.6,76.0,0.0,6.0,9.0,1036.6,3.4000000000000004,1,1,1.6
11,5,2024,TAS,10.4,15.4,1.6,0.0,0.0,11.0,17.0,849,11.4,98.0,0.0,16.0,9,1037.3,15.0,72.0,0.0,6.0,13.0,1034.0,5.0,1,0,0.0
12,5,2024,TAS,8.5,17.7,0.0,0.0,0.0,16.0,24.0,468,10.8,83.0,0.0,1.0,13,1030.0,16.8,59.0,0.0,9.0,11.0,1025.8,9.2,0,0,0.0
